1351,"Lines Zames, Bady Pepper",false,false,false,,false
1352,Γιά. Δημητράς,false,false,false,,false
1353,Γιά. Σκρήνης,false,false,false,,false
1354,Ν. Σκευάκης,false,false,false,,false
1355,Λευτ. Γαβαλάς,false,false,false,,false
1356,Τ. Χαλκιάς ;,false,false,false,,false
1357,"P. Kartner, P. Delende",false,false,false,,false
1358,"Γιώ. Δημάκης, Σωτ. Οικονομόπουλος",false,false,false,,false
1359,Στέλλα Καλαβίτη,false,false,false,,false
1360,Ν. Παρασκευόπουλος,false,false,false,,false
1114,"",false,false,false,,false
1361,Armani Abderahmane - απόδοση στα ελλην. Μιχ. Γκανάς,false,false,false,,false
1362,Ραμόν Γκρέκο,false,false,false,,false
1363,Ν. Σταυρακάκης,false,false,false,,false
1364,Νίκι Γιάκοβλεφ,false,false,false,,false
1365,J. Padilla,false,false,false,,false
1366,Μ. Βαμβακάρης,false,false,false,,false
1367,Roan,false,false,false,,false
1368,Βασ. Χριστόπουλος,false,false,false,,false
1369,Kobi Oshart,false,false,false,,false
1370,Klaudia Deumer,false,false,false,,false
1371,Χιώτης (Παπαγιαννοπούλου),false,false,false,,false
1372,"Άννα Μπιθικώτση, Βασ. Μαστροκώστας",false,false,false,,false
1373,Horacio Gemignani Pettorossi,false,false,false,,false
1374,Κ. Ναύτης,false,false,false,,false
1375,Τσιτσάνης (Ηλ. Κωνσταντόπουλος),false,false,false,,false
1376,"Γ. Λογοθέτης, Γαλάτια Τσώτα",false,false,false,,false
1377,Ν. Χαντζής,false,false,false,,false
1378,Π. Σμυρναίος,false,false,false,,false
1379,Παρασκ. Πολίτου,false,false,false,,false
1380,Τόλης Χάρμα (Λίτσα Χάρμα),false,false,false,,false
1381,Ναπολέων Σαδεδίν,false,false,false,,false
1382,Ν. Γούναρης (Μάρκος),false,false,false,,false
1383,Νεόφυτος Ταλιώτης,false,false,false,,false
1384,Μικρούτσικος,false,false,false,,false
1385,Β. Μελωδός,false,false,false,,false
1386,Τάκης Πασβάντης,false,false,false,,false
1387,Agustin Lara,false,false,false,,false
1388,Irving Berlin,false,false,false,,false
1389,Παν. Ηγούμενος,false,false,false,,false
1390,Χρυσίνης (Κολοκοτρώνης),false,false,false,,false
1391,Κορίνα,false,false,false,,false
1392,Ν. Κιούσης (Κ. Κοφινιώτης),false,false,false,,false
1393,Αλ. Αγγελόπουλος,false,false,false,,false
1394,Κυρ. Μαυρέας,false,false,false,,false
1395,Γ. Πρωτοπαππάς,false,false,false,,false
1396,Τόνη Τσουκαλά,false,false,false,,false
1397,Χρ. Πιτίρης,false,false,false,,false
1398,Μπάμπης Φωτιάδης,false,false,false,,false
1399,Ν. Τσαγκρής,false,false,false,,false
1400,Στέλλα Χελάντερ,false,false,false,,false
1401,Γ. Γερασιμίδης,false,false,false,,false
1402,Camillo Blanes,false,false,false,,false
1403,Θάνος Τσόγκας,false,false,false,,false
1404,Άννα Χρυσάφη,false,false,false,,false
1405,Θόδ. Σαπίδης,false,false,false,,false
1406,Ζαχαρόπουλος,false,false,false,,false
1407,Κ. Κορδάλις,false,false,false,,false
1408,Eugene Record - απόδοση στα ελλην. Γιά. Πετρίτσης,false,false,false,,false
1409,L. Magni,false,false,false,,false
1410,Άγγ. Μαρτζάκλης,false,false,false,,false
1411,Α. Μπαρμπέρης,false,false,false,,false
1412,Χ. Ατσίγγανος,false,false,false,,false
1413,Μπέλλου (Ροβερτάκης ;),false,false,false,,false
1414,Γ. Μουτζουρίδης (Χατζιδάκις),false,false,false,,false
1415,Καπλάνης (Παπαγιαννοπούλου ;),false,false,false,,false
1416,Φατμέ,false,false,false,,false
1417,Ανδρέας Ανδρέου,false,false,false,,false
1418,Γιώ. Σκλάβος,false,false,false,,false
1419,Γιώ. Γαϊτάνος,false,false,false,,false
1420,Ε. Λεγάκη,false,false,false,,false
1421,Ορφέας Καραβίας,false,false,false,,false
1422,Γιά. Σκαλίδης,false,false,false,,false
1423,"Ηλ. Περγαντής, Κ. Πολίτης",false,false,false,,false
1424,Γιώ.Λεκάκης,false,false,false,,false
1425,Γ. Αρχόντης,false,false,false,,false
1426,Κ. Χατζής,false,false,false,,false
1427,Κολοκοτρώνης (Ατταλίδης ;),false,false,false,,false
1428,J. Baselli - απόδοση στα ελλην. Λ. Παπαδόπουλος,false,false,false,,false
1429,Χαράλ. Μαργετουσάκης,false,false,false,,false
1430,Μαραβέλης,false,false,false,,false
1431,Κ. Ντουρουντζής,false,false,false,,false
1432,Γαβαλάς (Μεϊμάρης),false,false,false,,false
1433,Ν. Τσακνής,false,false,false,,false
1434,Χριστ. Κροκίδης,false,false,false,,false
1435,Γιώ. Χριστόπουλος,false,false,false,,false
1436,Χατζηνάσιου,false,false,false,,false
1437,Farid El Atrache,false,false,false,,false
1438,Άνθος Ροδίνης,false,false,false,,false
1439,Γιά. Ζαχαρόπουλος,false,false,false,,false
1440,Δημ. Καραηλίας,false,false,false,,false
1441,Ντίνος Χολέβας,false,false,false,,false
1442,Α. Αραπάκης,false,false,false,,false
1443,Γιά. Δεσύπρης,false,false,false,,false
1444,Τ(άσος ;). Τσιρμπίνος,false,false,false,,false
1445,Χριστόφ. Γερμένης,false,false,false,,false
1446,Τ. Γκοσιόπουλος,false,false,false,,false
1447,Ν. Μαρκαριάδης,false,false,false,,false
1448,Ηλ. Καλλιντήρης,false,false,false,,false
1449,Κ. Φαλτάιτς,false,false,false,,false
1450,A. Barrier - απόδοση στα ελλην. Πυθαγόρα,false,false,false,,false
1451,Απ.Μπόνης,false,false,false,,false
1452,Ουρανία Λιανδράκη,false,false,false,,false
1453,Κ. Χατζηγιάννης,false,false,false,,false
1454,Δ. Πικριδάς,false,false,false,,false
1455,παραδοσιακό Μακεδονίας,false,false,false,,false
1456,Βασ. Ρουμελιώτης,false,false,false,,false
1457,Γκοιύτης,false,false,false,,false
1458,Λίτσα Χάρμα,false,false,false,,false
1459,Βασ. Ζάρπας,false,false,false,,false
1460,Στ. Σωτηρίου,false,false,false,,false
1461,"Συνεργάτης Χωρίς Όνομα (Ν. Νικολαρέας, Δημ. Φραγκιουδάκης) ;",false,false,false,,false
1462,Σπ. Καπώνης,false,false,false,,false
1463,Don Alfonso,false,false,false,,false
1464,Νάντια Κωνσταντοπούλου (Τ. Μωράκης ;),false,false,false,,false
1465,Σπάρτακος,false,false,false,,false
1466,"K. Munro, I. Desco",false,false,false,,false
1467,Σπ. Καλφόπουλος ή Γιά. Βέλλας ;,false,false,false,,false
1468,Δημ. Μπουρούνης,false,false,false,,false
1469,"Γιά. Παπαδόπουλος, Χ. Βασιλειάδης",false,false,false,,false
1470,Μ. Κουρτίδης,false,false,false,,false
1471,Παύλος Γαλακτερός,false,false,false,,false
1472,Ιωάν. Βρεττός,false,false,false,,false
1473,λαϊκό τραγούδι,false,false,false,,false
1474,Γιώ. Σαντοριναίος,false,false,false,,false
1475,Savio Ambrosino - απόδοση στα ελλην. Νότης Κύτταρης,false,false,false,,false
1476,PABLO NERUDA - απόδοση στα ελλην. Λ. Παπαδόπουλος,false,false,false,,false
1477,Αλ. Σολωμός,false,false,false,,false
1478,Emmerich Kálmán - απόδοση στα ελλην. άγνωστος,false,false,false,,false
1479,Π. Καπλάνογλου,false,false,false,,false
1480,Αργ. Παπαγεωργίου,false,false,false,,false
1481,Κ. Λαβίδας (Κολοκοτρώνης),false,false,false,,false
1482,Σ. Σιδεράς,false,false,false,,false
1483,Βασ. Κελαϊδής,false,false,false,,false
1484,Οδυσ. Τσάκαλος,false,false,false,,false
1485,Τ. Αγριανίτης,false,false,false,,false
1486,Γκούβερης ή Μάνεσης,false,false,false,,false
1487,Παν. Κοκοντίνης,false,false,false,,false
1488,A. Ugurlu,false,false,false,,false
1489,Γ. Νάκος,false,false,false,,false
1490,Θ. Μπουτάκογλου,false,false,false,,false
1491,Σταύρος Παζαρέντζης,false,false,false,,false
1492,"Beretta, Monolgi - απόδοση στα ελλην. Κύτταρης",false,false,false,,false
1493,Σταύρ. Ζούμπας,false,false,false,,false
1494,Γιά. Λεμπέσης,false,false,false,,false
1495,"Άγγ. Σκορδίλης, Ό. Κυρκόπουλος",false,false,false,,false
1496,Στράτος,false,false,false,,false
1497,Απ. Μαρδάς,false,false,false,,false
1498,Ζοζέφ,false,false,false,,false
1499,Ορφέας Περίδης,false,false,false,,false
1500,Βίρβος (Δερβενιώτης),false,false,false,,false
1501,Πηγή Καφετζοπούλου,false,false,false,,false
1502,Χρυσίνης (Κολοκοτρώνης ;),false,false,false,,false
1503,Σ. Ιωάννου,false,false,false,,false
1504,Ξενοφών Μπρουτζάκης,false,false,false,,false
1505,Θαν. Καργίδης,false,false,false,,false
1506,Ασίκης (Μ. Μάτσας),false,false,false,,false
1507,Φωτεινή Δούρου,false,false,false,,false
1508,Ν. Κασσίτας,false,false,false,,false
1509,παιδικό,false,false,false,,false
1510,παραδοσιακό Μ. Ασίας,false,false,false,,false
1511,Απ. Χρυσούλης,false,false,false,,false
1512,Σαρ. Σαλέας,false,false,false,,false
1513,G. Giomarelli,false,false,false,,false
1514,Sigmund Romberg - απόδοση στα ελλην. Μίµης Γαϊτάνος,false,false,false,,false
1515,Θ. Κολοκοτρώνης (Δερβενιώτης),false,false,false,,false
1516,Τεύκρος Ανθίας (Ανδρέας Παύλου),false,false,false,,false
1517,Γιώ. Δασκαλόπουλος,false,false,false,,false
1518,παραδοσιακού Κύπρου,false,false,false,,false
1519,"Βασ. Κλουβάτος, Βαγγ. Κονιτόπουλος",false,false,false,,false
1520,Ευάγγ. Δεληγιάννης,false,false,false,,false
1521,Kenny Young - απόδοση στα ελλην. Ρέτη Ζαλοκώστα,false,false,false,,false
1522,Πέτρος Ηλιόπουλος,false,false,false,,false
1523,Αριστ. Τριανταφυλλίδης,false,false,false,,false
1524,Γιώ. Μπουλιέρης,false,false,false,,false
1525,Κουγιουμτζόπουλος,false,false,false,,false
1526,Τσιτσάνης (Μουρκάκος),false,false,false,,false
1527,Μπέλλου ή Καραμπεσίνης ;,false,false,false,,false
1528,"











Αθ. Αθανασίου",false,false,false,,false
1529,Περιστέρη (Μάρκος),false,false,false,,false
1530,Bill,false,false,false,,false
1531,Μαρίνος Γαβριήλ (Μαρινάκης),false,false,false,,false
1532,Ηλ.  Λυμπερόπουλος,false,false,false,,false
1533,Κ. Ιωαννίδης,false,false,false,,false
1534,Ν. Ζέρβας,false,false,false,,false
1535,Bobby Mc Ferrin,false,false,false,,false
1536,"Θωμάς Μοσχόπουλος, Ξένια Καλογεροπούλου",false,false,false,,false
1537,Κατίνα Τσακίρη,false,false,false,,false
1538,Ζαφ. Παπαδόπουλος,false,false,false,,false
1539,Δ. Παπανικολάου,false,false,false,,false
1540,"Carrera, Carlos, Daniele Pace",false,false,false,,false
1541,Antonio Amurri,false,false,false,,false
1542,Γιώ. Βρούβας ;,false,false,false,,false
1543,Λυκ. Μαρκέας (Θάνος Σοφός),false,false,false,,false
1544,Τώνης Βαβάτσικος,false,false,false,,false
1545,D. Modugno,false,false,false,,false
1546,Τάκης Παναγόπουλος,false,false,false,,false
1547,Κ. Σαλής,false,false,false,,false
1548,S. Gambardella-ελληνικοί στίχοι Ξεν. Α. Μπρουντζάκης,false,false,false,,false
1549,Ρουμελιώτης,false,false,false,,false
1550,Κ. Γανωσέλλης,false,false,false,,false
1551,Β. Τζίκας,false,false,false,,false
1552,Μαρκάκης,false,false,false,,false
1553,"Κασιμάτης, Μάτσας",false,false,false,,false
1554,Αλ. Παπδημητρίου,false,false,false,,false
1555,Μίμης Σιδέρης,false,false,false,,false
1556,Πάν. Λειβαδάρος (Καλδάρας ;),false,false,false,,false
1557,Τσιτσάνης (Παπαγιαννοπούλου),false,false,false,,false
1558,Ζαμπέτας (Βίρβος),false,false,false,,false
1559,Ι. Σιδηρόπουλος,false,false,false,,false
1560,Μαρία Κωνσταντινίδου,false,false,false,,false
1561,Σοφία Βέμπο (Γιώ. Μουζάκης),false,false,false,,false
1562,Vera Matson,false,false,false,,false
1563,Σάκης Καπίρης,false,false,false,,false
1564,Ν. Τρομάρας,false,false,false,,false
1565,G. Gershwin,false,false,false,,false
1566,"Κ. Σούκας, Κ. Σκαφίδας",false,false,false,,false
1567,παραδοσιακό (διασκευή Παντ. Καβακόπουλος),false,false,false,,false
1568,PLJ,false,false,false,,false
1569,Βασ Μπατζής,false,false,false,,false
1570,Γ. Ροζάκος,false,false,false,,false
1571,Ν. Βίλλας,false,false,false,,false
1572,Ν. Ζαχαριάς,false,false,false,,false
1573,Βαγγ. Παπαλεξανδρής,false,false,false,,false
1574,Tommy Roe-Dizzy - απόδοση στα ελλην. Α. Π.,false,false,false,,false
1575,Χριστίνα Ντουβή,false,false,false,,false
1576,Δημ. Λέντζος,false,false,false,,false
1577,Lara Augustin,false,false,false,,false
1578,Χ. Μπουτσελάκης,false,false,false,,false
1579,Paone,false,false,false,,false
1580,"Παπαγιαννοπούλου, Γιώ. Οικονομίδης",false,false,false,,false
1581,Άκης Μανησαλής,false,false,false,,false
1582,Π. Βολάρης,false,false,false,,false
1583,Κ. Γιατρόπουλος,false,false,false,,false
1584,Καπλάνης (Παπαγιαννοπούλου),false,false,false,,false
1585,Γ. Χατζησπύρος,false,false,false,,false
1586,Περ. Χαρβάς,false,false,false,,false
1587,Τ. Χρυσοχοΐδης,false,false,false,,false
1588,Σπ. Λύρας,false,false,false,,false
1589,S. Bono,false,false,false,,false
1590,Ξεν. Σπουργίτη,false,false,false,,false
1591,"Γιώ. Μπούρας, Δημ. Πολίτης",false,false,false,,false
1592,Κ. Καρυστινός,false,false,false,,false
1593,Κ. Κατσιμίχας,false,false,false,,false
1594,Ν. Ράρας,false,false,false,,false
1595,Χρ. Τσαγκαρόπουλος,false,false,false,,false
1596,Θ. Σακελλαρίδης,false,false,false,,false
1597,Βασ. Δαναός,false,false,false,,false
1598,Δ. Δούκαρης,false,false,false,,false
1599,"Ι. Λιμπέρης, Α. Αξαρλής",false,false,false,,false
1600,Στ. Παντελίδης,false,false,false,,false
1601,Β. Σπανάκακης,false,false,false,,false
1602,Κ. Μονογυιός,false,false,false,,false
1603,Δ. Μητσοτάκης,false,false,false,,false
1604,Ed. Lucchina,false,false,false,,false
1605,Φωτ. Κυριακού,false,false,false,,false
1606,Μαρινέλλα,false,false,false,,false
1607,Π. Κοκοντίνης,false,false,false,,false
1608,Σάκης Μπουλάς,false,false,false,,false
1609,Σίμων Καρακάσης,false,false,false,,false
1610,Hρ. Παπασιδέρης,false,false,false,,false
1611,Άννα Αργυρού,false,false,false,,false
1612,"Μάριος Πανάς, Klaus Munro",false,false,false,,false
1613,Ηλ. Μεγαλούδης,false,false,false,,false
1614,Βαγγ. Φάμπας,false,false,false,,false
1615,Π. Μαρίνος,false,false,false,,false
1616,Μαίρης Τσιχλάκης,false,false,false,,false
1617,"Νικήτας Κλιντ, Άρης Ζαράκας",false,false,false,,false
1618,Γιώ. Δημητριάδης,false,false,false,,false
1619,Γαϊτάνος,false,false,false,,false
1620,Μιχ. Καραγιαννίδης,false,false,false,,false
1621,Σταύρος Μπουρελάκος,false,false,false,,false
1622,"Χρυσοβέργης, Ειρήνη Χρυσοβέργη",false,false,false,,false
1623,Άρης Τασούλης,false,false,false,,false
